"INSTANT COFFEE TYPE,REGION,SUB REGION,Country,Country Code,Segment,Sub-segment,SBUX Segments,Manufacturer,Brand,Time,Volume in cups Sales,Value Sales Local"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-12-2019,23504,60462076"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-01-2020,2886,2157489"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-02-2020,64861,40488180"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-03-2020,23789,5732168"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-04-2020,41629,3846661"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-05-2020,29689,15664482"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-06-2020,46047,25147754"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-07-2020,13561,27745652"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-08-2020,3190,17639185"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-09-2020,43052,40341341"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-08-2019,44175,61222209"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-09-2019,61049,24447061"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-10-2019,12949,30707258"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-10-2020,16263,41488522"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-11-2020,50147,36057316"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,THE COCA COLA COMPANY,HONEST,01-11-2019,64037,63998837"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-01-2019,35847,25066615"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-02-2019,11791,42645665"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-03-2019,33720,41447577"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-04-2019,14528,16435436"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-05-2019,23732,33498886"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-12-2019,37456,14987911"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-01-2020,34885,34055476"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-02-2020,47427,47832373"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-03-2020,27731,66065741"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-04-2020,33439,33772544"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-05-2020,58254,11111859"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-06-2020,27628,36167172"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-07-2020,28559,12684236"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-08-2020,14385,54338831"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-09-2020,36311,14839271"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-06-2019,25911,45326299"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-07-2019,49912,10564463"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-08-2019,37643,26458375"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-09-2019,37473,28703497"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-10-2019,33248,7820394"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-10-2020,11680,62401680"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-11-2020,69766,55073110"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,EMMI,EMMI,01-11-2019,41654,25699279"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-01-2019,14673,58013431"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-02-2019,28803,43590103"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-03-2019,54722,32924277"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-04-2019,32537,5473109"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-05-2019,16070,7621846"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-12-2019,56366,35402120"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-01-2020,54668,31457845"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-02-2020,8917,69302409"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-03-2020,30255,3680336"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-04-2020,2962,56025962"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-05-2020,55516,44873104"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-06-2020,38350,51610632"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-07-2020,46982,61218180"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-08-2020,55721,23936608"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-09-2020,26394,53314954"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-06-2019,40484,39259673"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-07-2019,64821,43170013"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-08-2019,36506,7983078"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-09-2019,46568,29809101"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-10-2019,55950,14866517"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-10-2020,34357,43308510"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-11-2020,57533,24905722"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,JDE,DOUWE EGBERTS,01-11-2019,37966,13027571"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-01-2019,49977,14635958"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-02-2019,44267,13120310"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-03-2019,52464,46240267"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-04-2019,17807,53201426"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-05-2019,33579,28340208"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-12-2019,14159,63930544"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-01-2020,36631,13419923"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-02-2020,55424,32223581"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-03-2020,7726,34016735"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-04-2020,60709,49095640"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-05-2020,48825,41411255"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-06-2020,52509,1004662"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-07-2020,14988,28157029"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-08-2020,1516,23642636"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-09-2020,61562,52379065"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-06-2019,4189,54590948"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-07-2019,69764,36983228"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-08-2019,60591,10605716"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-09-2019,66976,27386209"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-10-2019,47958,2400795"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-10-2020,45930,49097532"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-11-2020,27712,14118438"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,DELICA,CAFE ROYAL,01-11-2019,67517,21135602"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-01-2019,9015,43590598"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-02-2019,19113,31940842"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-03-2019,23221,5949342"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-04-2019,46748,30910855"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-05-2019,27082,47128850"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-12-2019,48784,64475514"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-01-2020,24974,51902516"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-02-2020,17389,9370763"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-03-2020,61929,6782705"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-04-2020,64364,54348632"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-05-2020,10274,42877577"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-06-2020,52967,42052296"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-07-2020,50507,56537025"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-08-2020,8720,5953984"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-09-2020,39658,19315025"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-06-2019,45943,16473742"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-07-2019,34351,1714866"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-08-2019,55196,6673341"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-09-2019,43255,5714273"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-10-2019,39766,48518060"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-10-2020,52048,46737417"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-11-2020,60148,6900295"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,READY TO DRINK,NON PORTIONED,RTD,ALL OTHER,ALL OTHER,01-11-2019,39229,47333348"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-01-2019,69882,13869133"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-02-2019,3992,62996453"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-03-2019,18584,23931462"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-04-2019,10756,12662706"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-05-2019,7605,612325"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-12-2019,43486,29439348"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-01-2020,116,21725152"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-02-2020,3955,26275812"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-03-2020,4044,27153838"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-04-2020,37950,31246278"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-05-2020,48582,55349163"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-06-2020,39983,60401029"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-07-2020,63204,8014307"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-08-2020,46264,38991384"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-09-2020,42594,56574907"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-06-2019,27230,8623240"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-07-2019,36867,22371272"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-08-2019,38,63911000"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-09-2019,22849,45456538"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-10-2019,54992,17666684"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-10-2020,49896,29396484"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-11-2020,30579,6960818"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,STORME,STORME,01-11-2019,62681,23126078"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-01-2019,66555,55517474"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-02-2019,11128,64167083"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-03-2019,52753,66380658"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-04-2019,68043,8874291"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-05-2019,62843,21332999"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-12-2019,55679,67495002"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-01-2020,37609,11795172"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-02-2020,16942,19025001"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-03-2020,7525,20174843"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-04-2020,45195,10695973"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-05-2020,44551,62146199"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-06-2020,16311,39639326"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-07-2020,58395,1100769"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-08-2020,45769,53270630"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-09-2020,11380,2664897"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-06-2019,52259,19374054"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-07-2019,13654,16335585"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-08-2019,64615,55786050"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-09-2019,34174,64562825"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-10-2019,5580,16942919"
"NOT APPLICABLE,EMENA,WESTERN EUROPE,BELGIUM,BE,ROAST & GROUND,PORTIONED NON SYSTEM,R&G,ROMBOUTS,ROMBOUTS,01-10-2020,67886,7506538"
